URL,Status Code,Indexability,Canonical,H1,Title,Meta Description,Word Count,Primary Intent,Primary Keyword,Secondary Keywords,Entity,Entity Type,Parent Entity,Content Type,Search Value,Commercial Value,Information Gain,EEAT,AIO Readiness,Internal Links,External Sources,Last Updated,Recommendation
https://dinweysbattery.com/,200,Index,self-canonical,DINWEY OEM Factory | Truck & Heavy-Duty Starting Batteries,Comprehensive Truck Battery OEM home,Commercial,Medium,Medium,Medium,High,High,High,9,3,2026-09-05,KEEP
https://dinweysbattery.com/products/jis-heavy-duty/,200,Index,self-canonical,JIS Heavy-Duty Batteries,Product page JIS N150/N200,Commercial,JIS truck battery,N150 N200 145G51 190H52,JIS N150,JIS N200,Battery Standard,Product page,High,High,Medium,High,High,High,4,2,2026-09-05,KEEP
https://dinweysbattery.com/products/din-heavy-duty/,200,Index,self-canonical,DIN Heavy-Duty Batteries,Product page DIN88/DIN100,Commercial,DIN truck battery,DIN88 DIN100 58827 60038,DIN88,DIN100,Battery Standard,Product page,High,High,Medium,High,High,High,4,2,2026-09-05,KEEP
https://dinweysbattery.com/products/bci-request/,200,Index,self-canonical,BCI Group 31/8D (on request),Product page BCI made-to-order,Commercial,BCI truck battery,Group 31 Group 8D,BCI Battery,Battery Standard,Product page,Medium,Medium,Low,High,High,Medium,3,1,2026-09-05,KEEP
https://dinweysbattery.com/products/24v/,200,Index,self-canonical,24V Systems,Product page 24V series,Commercial,24V truck battery,series wiring dual battery,24V System,System Configuration,Product page,High,High,Medium,High,High,Medium,4,1,2026-09-05,KEEP
https://dinweysbattery.com/products/fleet/,200,Index,self-canonical,EFB & AGM / Fleet Programs,Product page fleet + AGM/EFB,Commercial,fleet battery,AGM EFB fleet bulk,Fleet,Fleet,Battery Technology,Product page,High,High,Medium,High,High,Medium,4,1,2026-09-05,EXPAND
https://dinweysbattery.com/selection-tool/,200,Index,self-canonical,Battery Selection Tool,Tool static matrix,Tool,transient intent,truck battery finder,Selection Tool,DINWEY,Tool,High,High,High,Medium,Low,High,2,0,2026-09-05,EXPAND
https://dinweysbattery.com/about/,200,Index,self-canonical,About DINWEY,Company profile,Informational,about DINWEY,manufacturer factory,JIS DIN,Company,Organization,About page,Medium,Medium,Low,High,High,Medium,3,1,2026-09-05,EXPAND
https://dinweysbattery.com/contact/,200,Index,self-canonical,Contact DINWEY,Contact,Commercial,contact DINWEY,RFQ OEM quote,Contact,Organization,Contact page,Medium,High,Low,High,High,Low,2,0,2026-09-05,KEEP
https://dinweysbattery.com/applications/bus-coach/,200,Index,self-canonical,Bus & Coach Batteries,Application page,Informational,bus coach battery,deep cycling thick plate,Bus,Vehicle Class,Application page,Medium,Medium,Medium,High,High,Medium,2,1,2026-09-05,KEEP
